ocorrencia,task,info
2023-11-23T18:15:32.596+0000,logging_mixin.py:137,[2023-11-23T18:15:32.593+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:15:32.620+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.564 seconds
2023-11-23T18:16:03.080+0000,processor.py:153,Started process (PID=238) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:03.081+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:16:03.082+0000,logging_mixin.py:137,[2023-11-23T18:16:03.082+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:04.782+0000,logging_mixin.py:137,[2023-11-23T18:16:04.777+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:04.830+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 1.756 seconds
2023-11-23T18:16:34.992+0000,processor.py:153,Started process (PID=264) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:34.993+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:16:34.994+0000,logging_mixin.py:137,[2023-11-23T18:16:34.993+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:35.362+0000,logging_mixin.py:137,[2023-11-23T18:16:35.359+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:16:35.383+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.395 seconds
2023-11-23T18:17:02.533+0000,processor.py:153,Started process (PID=290) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:02.534+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:17:02.535+0000,logging_mixin.py:137,[2023-11-23T18:17:02.534+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:03.106+0000,logging_mixin.py:137,[2023-11-23T18:17:03.101+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:03.151+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.621 seconds
2023-11-23T18:17:33.247+0000,processor.py:153,Started process (PID=316) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:33.248+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:17:33.249+0000,logging_mixin.py:137,[2023-11-23T18:17:33.249+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:33.619+0000,logging_mixin.py:137,[2023-11-23T18:17:33.616+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:17:33.682+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.437 seconds
2023-11-23T18:18:03.833+0000,processor.py:153,Started process (PID=342) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:03.834+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:18:03.835+0000,logging_mixin.py:137,[2023-11-23T18:18:03.835+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:04.200+0000,logging_mixin.py:137,[2023-11-23T18:18:04.197+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:04.220+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.389 seconds
2023-11-23T18:18:34.350+0000,processor.py:153,Started process (PID=380) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:34.350+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:18:34.351+0000,logging_mixin.py:137,[2023-11-23T18:18:34.351+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:34.697+0000,logging_mixin.py:137,[2023-11-23T18:18:34.694+0000] {dagbag.py:343} ERROR - Failed to import: /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:18:34.725+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.378 seconds
2023-11-23T18:19:04.886+0000,processor.py:153,Started process (PID=405) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:05.911+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:19:06.157+0000,logging_mixin.py:137,[2023-11-23T18:19:06.157+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:07.481+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:07.577+0000,logging_mixin.py:137,[2023-11-23T18:19:07.577+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:19:07.599+0000,logging_mixin.py:137,"[2023-11-23T18:19:07.599+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:19:07.623+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 2.748 seconds
2023-11-23T18:19:37.677+0000,processor.py:153,Started process (PID=432) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:37.678+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:19:37.679+0000,logging_mixin.py:137,[2023-11-23T18:19:37.679+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:38.177+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:19:38.197+0000,logging_mixin.py:137,[2023-11-23T18:19:38.197+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:19:38.219+0000,logging_mixin.py:137,"[2023-11-23T18:19:38.219+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:19:38.245+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.573 seconds
2023-11-23T18:20:08.383+0000,processor.py:153,Started process (PID=458) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:08.384+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:20:08.385+0000,logging_mixin.py:137,[2023-11-23T18:20:08.385+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:08.799+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:08.820+0000,logging_mixin.py:137,[2023-11-23T18:20:08.819+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:20:08.843+0000,logging_mixin.py:137,"[2023-11-23T18:20:08.843+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:20:08.868+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.487 seconds
2023-11-23T18:20:34.992+0000,processor.py:153,Started process (PID=484) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:34.992+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:20:34.993+0000,logging_mixin.py:137,[2023-11-23T18:20:34.993+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:35.418+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:20:35.476+0000,logging_mixin.py:137,[2023-11-23T18:20:35.476+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:20:35.497+0000,logging_mixin.py:137,"[2023-11-23T18:20:35.497+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:20:35.520+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.531 seconds
2023-11-23T18:21:05.674+0000,processor.py:153,Started process (PID=522) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:05.675+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:21:05.676+0000,logging_mixin.py:137,[2023-11-23T18:21:05.676+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:06.301+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:06.332+0000,logging_mixin.py:137,[2023-11-23T18:21:06.331+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:21:06.378+0000,logging_mixin.py:137,"[2023-11-23T18:21:06.378+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:21:06.410+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.741 seconds
2023-11-23T18:21:19.506+0000,processor.py:153,Started process (PID=536) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:19.507+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:21:19.507+0000,logging_mixin.py:137,[2023-11-23T18:21:19.507+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:20.015+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:20.044+0000,logging_mixin.py:137,[2023-11-23T18:21:20.044+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:21:20.081+0000,logging_mixin.py:137,"[2023-11-23T18:21:20.081+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:21:20.106+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.604 seconds
2023-11-23T18:21:26.535+0000,processor.py:153,Started process (PID=538) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:26.536+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:21:26.536+0000,logging_mixin.py:137,[2023-11-23T18:21:26.536+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:27.047+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:27.081+0000,logging_mixin.py:137,[2023-11-23T18:21:27.081+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:21:27.108+0000,logging_mixin.py:137,"[2023-11-23T18:21:27.108+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:21:27.131+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.599 seconds
2023-11-23T18:21:57.304+0000,processor.py:153,Started process (PID=573) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:57.310+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:21:57.311+0000,logging_mixin.py:137,[2023-11-23T18:21:57.310+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:59.634+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:21:59.833+0000,logging_mixin.py:137,[2023-11-23T18:21:59.832+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:22:00.100+0000,logging_mixin.py:137,"[2023-11-23T18:22:00.096+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:22:00.210+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 2.910 seconds
2023-11-23T18:22:30.456+0000,processor.py:153,Started process (PID=603) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:22:30.457+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:22:30.457+0000,logging_mixin.py:137,[2023-11-23T18:22:30.457+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:22:31.085+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:22:31.105+0000,logging_mixin.py:137,[2023-11-23T18:22:31.104+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:22:31.130+0000,logging_mixin.py:137,"[2023-11-23T18:22:31.130+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:22:31.153+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.700 seconds
2023-11-23T18:23:01.310+0000,processor.py:153,Started process (PID=628) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:01.311+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:23:01.311+0000,logging_mixin.py:137,[2023-11-23T18:23:01.311+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:01.746+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:01.770+0000,logging_mixin.py:137,[2023-11-23T18:23:01.770+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:23:01.801+0000,logging_mixin.py:137,"[2023-11-23T18:23:01.801+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:23:01.820+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.513 seconds
2023-11-23T18:23:31.977+0000,processor.py:153,Started process (PID=654) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:31.978+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:23:31.979+0000,logging_mixin.py:137,[2023-11-23T18:23:31.978+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:32.529+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:23:32.561+0000,logging_mixin.py:137,[2023-11-23T18:23:32.560+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:23:32.599+0000,logging_mixin.py:137,"[2023-11-23T18:23:32.599+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:23:32.625+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.653 seconds
2023-11-23T18:24:02.768+0000,processor.py:153,Started process (PID=689) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:02.769+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:24:02.770+0000,logging_mixin.py:137,[2023-11-23T18:24:02.770+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:03.531+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:03.562+0000,logging_mixin.py:137,[2023-11-23T18:24:03.561+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:24:03.601+0000,logging_mixin.py:137,"[2023-11-23T18:24:03.601+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:24:03.639+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.875 seconds
2023-11-23T18:24:33.756+0000,processor.py:153,Started process (PID=719) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:33.757+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:24:33.757+0000,logging_mixin.py:137,[2023-11-23T18:24:33.757+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:34.238+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:24:34.263+0000,logging_mixin.py:137,[2023-11-23T18:24:34.263+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T18:24:34.305+0000,logging_mixin.py:137,"[2023-11-23T18:24:34.305+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T18:24:34.342+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.591 seconds
2023-11-23T18:25:04.493+0000,processor.py:153,Started process (PID=746) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T18:25:04.494+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T18:25:04.494+0000,logging_mixin.py:137,[2023-11-23T18:25:04.494+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:20.148+0000,taskinstance.py:1083,Dependencies all met for <TaskInstance: extrair_logs_airflow.extrair_logs_dag_conexao manual__2023-11-23T16:01:59.762109+00:00 [queued]>
2023-11-23T17:44:20.171+0000,taskinstance.py:1083,Dependencies all met for <TaskInstance: extrair_logs_airflow.extrair_logs_dag_conexao manual__2023-11-23T16:01:59.762109+00:00 [queued]>
2023-11-23T17:44:20.171+0000,taskinstance.py:1279,
2023-11-23T17:44:20.172+0000,taskinstance.py:1280,Starting attempt 7 of 8
2023-11-23T17:44:20.172+0000,taskinstance.py:1281,
2023-11-23T17:44:20.208+0000,taskinstance.py:1300,Executing <Task(PythonOperator): extrair_logs_dag_conexao> on 2023-11-23 16:01:59.762109+00:00
2023-11-23T17:44:20.213+0000,standard_task_runner.py:55,Started process 388 to run task
2023-11-23T17:44:20.216+0000,standard_task_runner.py:82,"Running: ['***', 'tasks', 'run', 'extrair_logs_***', 'extrair_logs_dag_conexao', 'manual__2023-11-23T16:01:59.762109+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/__pycache__/get_dags_inventary.py', '--cfg-path', '/tmp/tmpf2tdpxpe']"
2023-11-23T17:44:20.216+0000,standard_task_runner.py:83,Job 27: Subtask extrair_logs_dag_conexao
2023-11-23T17:44:20.281+0000,task_command.py:388,Running <TaskInstance: extrair_logs_airflow.extrair_logs_dag_conexao manual__2023-11-23T16:01:59.762109+00:00 [running]> on host 97a601ae9239
2023-11-23T17:44:20.373+0000,taskinstance.py:1509,Exporting the following env vars:
2023-11-23T17:44:20.374+0000,python.py:177,Done. Returned value was: None
2023-11-23T17:44:20.388+0000,taskinstance.py:1323,"Marking task as SUCCESS. dag_id=extrair_logs_***, task_id=extrair_logs_dag_conexao, execution_date=20231123T160159, start_date=20231123T174420, end_date=20231123T174420"
2023-11-23T17:44:20.467+0000,local_task_job.py:208,Task exited with return code 0
2023-11-23T17:44:20.512+0000,taskinstance.py:2578,0 downstream tasks scheduled from follow-on schedule check
2023-11-23T17:38:12.815+0000,manager.py:483,Processing files using up to 2 processes at a time 
2023-11-23T17:38:12.819+0000,manager.py:484,Process each file at most once every 30 seconds
2023-11-23T17:38:12.820+0000,manager.py:486,Checking for new files in /opt/airflow/dags every 20 seconds
2023-11-23T17:38:12.820+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:38:12.826+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:38:12.975+0000,manager.py:854,
2023-11-23T17:38:33.212+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:38:33.213+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:38:43.289+0000,manager.py:854,
2023-11-23T17:38:53.341+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:38:53.343+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:39:13.429+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:39:13.430+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:39:13.436+0000,manager.py:854,
2023-11-23T17:39:33.662+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:39:33.664+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:39:43.721+0000,manager.py:854,
2023-11-23T17:39:53.837+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:39:53.838+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:40:13.938+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:40:13.940+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:40:13.952+0000,manager.py:854,
2023-11-23T17:40:34.060+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:40:34.061+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:40:44.103+0000,manager.py:854,
2023-11-23T17:40:55.040+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:40:55.042+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:41:14.139+0000,manager.py:854,
2023-11-23T17:41:15.144+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:41:15.145+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:41:35.246+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:41:35.247+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:41:44.294+0000,manager.py:854,
2023-11-23T17:41:55.432+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:41:55.435+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:42:14.537+0000,manager.py:854,
2023-11-23T17:42:15.541+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:42:15.542+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:42:35.646+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:42:35.647+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:42:44.690+0000,manager.py:854,
2023-11-23T17:42:55.894+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:42:55.895+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:43:15.013+0000,manager.py:854,
2023-11-23T17:43:16.019+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:43:16.021+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:43:36.194+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:43:36.196+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:43:45.273+0000,manager.py:854,
2023-11-23T17:43:56.337+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:43:56.338+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:44:15.447+0000,manager.py:854,
2023-11-23T17:44:16.450+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:44:16.451+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:44:36.738+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:44:36.739+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:44:45.791+0000,manager.py:854,
2023-11-23T17:44:56.978+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:44:56.980+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:45:16.059+0000,manager.py:854,
2023-11-23T17:45:17.067+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:45:17.068+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:45:37.290+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:45:37.291+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:45:46.331+0000,manager.py:854,
2023-11-23T17:45:57.606+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:45:57.608+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:46:16.706+0000,manager.py:854,
2023-11-23T17:46:17.710+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:46:17.711+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:46:37.873+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:46:37.874+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:46:46.924+0000,manager.py:854,
2023-11-23T17:46:58.070+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:46:58.071+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:47:17.377+0000,manager.py:854,
2023-11-23T17:47:18.382+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:47:18.882+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:47:39.057+0000,manager.py:726,Searching for files in /opt/airflow/dags
2023-11-23T17:47:39.059+0000,manager.py:729,There are 1 files in /opt/airflow/dags
2023-11-23T17:47:48.113+0000,manager.py:854,
2023-11-23T17:47:59.404+0000,manager.py:726,Searching for files in /opt/airflow/dags
